Czy filtracja dolnoprzepustowa pozwala usunąć zakłócenia typu impulsowego?;nie;tak;tak, ale tylko znaczne zakłócenia impulsowe;;;a
Splot obrazu z maską filtru w dziedzinie przestrzeni reprezentowany jest w dziedzinie częstotliwości jako:;iloczyn F-obrazu i F-obrazu filtru;sumę F-obrazu i F-obrazu filtru;żadna z pozostałych;splot F-obrazu i F-obrazu filtru;;a
Operacja otwarcia (zaznacz zdania prawdziwe):;nie zmienia w istotny sposób pola powierzchni dużych figur (dla obrazów binarnych);usuwa z obrazu niewielkie obiekty typu wypustki;to kolejne wykonanie na obrazie najpierw dylatacji, a następnie erozji;bada zgodność otoczenia analizowanych punktów z elementem strukturalnym (maską);;abd
Która z wymienionych z przestrzeni barw (reprezentacja kolorów) stosowana jest w standardzie JPEG:;CMY;HSV;YUV;RGB;;c
Dla segmentacji przez podział i łączenie siebie różnych pod obszarów o zbliżonych właściwościach:;w pierwszym kroku obraz dzielony jest na fragmenty o rozmiarze 8 x 8;w pierwszym kroku obraz dzielony jest na 4 części, jeśli nie jest spełniony predykat Q;w rezultacie algorytmu mogą powstać niepołączone obszary o jednakowych właściwościach;procedura łączenia służy do eliminacji błędów polegających na występowaniu obok;;bcd
Miejsce o największej wrażliwości na światło w siatkówce to:;plamka żółta;zakończenie nerwu wzrokowego;ciało szkliste;soczewka;;a
Dylatację dla obrazów w odcieniach szarości możemy opisać jako filtr(y):;minimalny;maksymalny;górnoprzepustowy;dolnoprzepustowy;;b
Zaznacz poprawne stwierdzenia.;punktowi w przestrzeni kartezjańskiej odpowiada krzywa sinusoidalna w przestrzeni Hougha (rho, theta);punktowi w przestrzeni kartezjańskiej odpowiada prosta w przestrzeni Hougha (rho, theta);prostej w przestrzeni kartezjańskiej odpowiada punkt w przestrzeni Hougha (rho, theta);prostej w przestrzeni kartezjańskiej odpowiada krzywa sinusoidalna w przestrzeni Hougha (rho, theta);;ac
Do układu optycznego oka można zaliczyć:;soczewkę;siatkówkę;rogówkę;tęczówkę;;ac
Czy można zdefiniować pojęcie filtracji medianowej dla obrazów kolorowych?;nie, mediana jest operacją tylko dla obrazów w skali szarości;tak, trzeba tylko odpowiednio zdefiniować medianę i miarę odległości między pikselami (w sensie koloru);tak, ale tylko dla obrazów w przestrzeni HSV;tak, ale tylko dla obrazów w przestrzeni RGB;;b
Zaznacz cechy sztucznego przetwarzania obrazu przewyższające ludzki zmysł wzroku:;szybsze rozpoznawanie obrazów w czasie rzeczywistym;szybka analiza złożonych obrazów;szybszy czas reakcji;dowolny zakres pracy zarówno dla światła widzialnego, jak i podczerwieni i nadfioletu;powtarzalność wyników;acde
Dany jest obraz lekko nieostry. Jakie podejście powinno umożliwić poprawienie jego jakości?;dodanie/odjęcie od obrazu rezultatu filtracji medianowej;dodanie/odjęcie od obrazu rezultatu filtracji maksymalnej;dodanie/odjęcie od obrazu rezultatu filtracji dolnoprzepustowej;dodanie/odjęcie od obrazu rezultatu filtracji górnoprzepustowej;;d
Zaznacz poprawne stwierdzenie (stwierdzenia):;ścienianie to grupa przekształceń morfologicznych;ścienianie może być wywoływane wielokrotnie dla tego samego obrazu;ścienianie można wykonać dla obrazów monochromatycznych;ścienianie to operacja morfologiczna mająca za cel zmienić jasność punktów obrazu;;ab
Dla algorytmu detekcji krawędzi Laplacian of Gaussian (LoG) (zaznacz zdania prawdziwe):;detekcja krawędzi polega na znajdywaniu miejsc przejścia przez zero;detekcja krawędzi polega na znajdywaniu maksimów lokalnych;z przefiltrowanego filtrem Gaussa obrazu obliczana jest druga pochodna;z przefiltrowanego filtrem Gaussa obrazu obliczana jest pierwsza pochodna;;ac
Zaznacz sytuacje, które doprowadzą do konieczności zapamiętania informacji o konflikcie(cyfry oznaczają wstępne etykiety, wyróżniony jest aktualnie rozważany piksel):;0 | 0 | 3 - 2 | 2 | X;2 | 0 | 3- 2 | 2 | X;2 | 0 | 3 - 2 | 0 | X;2 | 0 | 3 - 0 | 0 | X;;ab
Elementem światłoczułym w oku jest:;źrenica;tęczówka;siatkówka;rogówka;;c
Do globalnych metod automatycznego wyznaczania progu binaryzacji można zaliczyć:;metodę Sauvoli;algorytm Yen;wyznaczanie progu na podstawie średniej jasności w otoczeniu;algorytm Otsu;;bd
Które z podanych przekształceń nie są operacjami kontekstowymi?;negacja;filtr morfologiczny;LUT;mediana;;ac
Operacja zamknięcia (zaznacz zdania prawdziwe):;bada zgodność otoczenia analizowanych punktów z elementem strukturalnym (maską);nie zmienia w istotny sposób pola powierzchni dużych figur (dla obrazów binarnych);wypełnia wąskie wcięcia i zatoki;to kolejne wykonanie na obrazie najpierw erozji, a następnie dylatacji;;abc
Zaznacz poprawne stwierdzenia dotyczące filtra NL-means (non-local means):;niska złożoność obliczeniowa i duża dokładność filtracji;wysoka złożoność obliczeniowa i duża dokładność filtracji;do poprawnego działania filtr NL-means wymaga obrazu referencyjnego (na przykład obraz przefiltrowany innym filtrem;filtr ustala wagi na podstawie podobieństw jasności punktów w oknie lokalnym i globalnym;;bd
Z wymienionych poniżej, wskaż przestrzenie barw, w których wyróżnia się osobną składową jasności obrazu:;CMY;RGB;CMYK;YUV;HSV;de
W poznanym na zajęciach algorytmie indeksacji:;po pierwszym przebiegu piksele należące do jednego obiektu mogą mieć różne etykiety;analizowane jest otoczenie o rozmiarze 5x5;po pierwszym przebiegu wszystkie obiekty muszą mieć poprawne etykiety;potencjalne konflikty (wielokrotne etykiety) zapisywane są w strukturze zbiorów rozłącznych (uninon find);;ad
Modelem barw często stosowanym w urządzeniach drukujących jest:;YCrCb;HSV;Lab;BGR;CMYK;e
Cechą charakterystyczną maski filtru górnoprzepustowego jest:;suma współczynników < 0;suma współczynników > 0;suma współczynników = 0;;;c
Czy następujące zdanie jest poprawne? Konwolucja w dziedzinie przestrzennej odpowiada mnożeniu w dziedzinie częstotliwości.;nie;tak, ale tylko wtedy, gdy wymiary rozdzielczości przestrzennej F-obrazu są potęgą liczby 2;tak, ale tylko wtedy, gdy wymiary rozdzielczości przestrzennej obrazu są potęgą liczby 2;tak;;d
W którym kroku algorytmu wyrównania histogramu następuje rezygnacja z części ułamkowej:;obliczenie histogramu skumulowanego;przemnożenie przez maksymalną wartość poziomu jasności;podzielenie przez wartość równą liczbie pikseli;określnie przekształcenia LUT;;d
Histogram skumulowany to funkcja wyznaczona na podstawie histogramu w następujący sposób: pierwszy element to liczba pikseli o odcieniu 0, a kolejne wartości to liczba pikseli oodcieniu k pomnożona przez numer odcienia:;FAŁSZ;PRAWDA;;;;a
W jakich sytuacjach metoda najbliższego sąsiada daje lepsze efekty niż interpolacja dwuliniowa:;w przypadku niektórych naturalnych obrazów, z bogatą paletą odcieni szarości;zawsze;w przypadku niektórych sztucznych obrazów, z bardzo ograniczoną paletą odcieni szarości;nigdy;;c
Który z poniższych filtrów można zaadaptować do filtracji szumu niestacjonarnego w obrazie cyfrowym?;filtracja splotowa;filtracja bilateralna;filtracja NL-means (non-local means);żaden z powyższych;;bc
Zaznacz poprawne stwierdzenia.;punktowi w przestrzeni kartezjańskiej odpowiada punkt w przestrzeni Hougha (A, B);prostej w przestrzeni kartezjańskiej odpowiada pęk prostych w przestrzeni Hougha (A, B);prostej w przestrzeni kartezjańskiej odpowiada punkt w przestrzeni Hougha (A, B);punktowi w przestrzeni kartezjańskiej odpowiada prosta w przestrzeni Hougha (A, B);;cd
Czy w filtrze NL-means (non-local means) wartość punktu centralnego otoczenia jest brana pod uwagę podczas filtracji?;nie;tak;;;;b
Czy transformata Hougha może wykryć prostą, która nie jest ciągła?;tak, zawsze;"zależnie od ""stopnia"" nieciągłości";nie;zależnie od jej nachylenia;;b
"Opis: ""niska czułość, widzenie przy dobrym oświetleniu, widzenie barwne"" odpowiada:";czopkom;pręcikom;;;;a
"Wybierz zdania prawdziwe na temat adaptacyjnej filtracji medianowej - takiej jak w zadaniu domowym do ćwiczenia ""Przetwarzanie wstępne"":";adaptacyjność filtra polega na naprzemiennym stosowaniu filtracji medianowej i dolnoprzepustowej;filtr adaptacyjny działa szybciej niż zwykła mediana (jest mniej złożony obliczeniowo);jednym z etapów działania jest określenie wartości min i max w oknie;adaptacyjność filtra polega na zmianie rozmiaru okna filtracji;;cd
Rezultatem indeksacji jest obraz:;binarny;kolorowy (RGB);w skali szarości;kolorowy (YCbCr);;c
Erozja morfologiczna powoduje:;rozrost figury;zmniejszenie pola figury;likwidacją niewielkich wypustek;likwidację niewielkich dziur i nieciągłości;;bc
Dla segmentacji przez rozrost zaznacz zdania prawdziwe:;metoda wymaga wyboru punktu startowego;obliczenia są przerywane, w przypadku, gdy różnica w jasności (kolorze) pomiędzy bieżącym pikselem, a jednym z sąsiadów przekroczy ustalony próg;metoda działa poprawnie tylko, gdy wykorzystuje się stos (a nie np. kolejkę);w każdym kroku sprawdzane jest sąsiedztwo danego piksela;;ad
Wyznaczono dwuwymiarową transformatę DCT całego obrazu. Gdzie będą znajdowały się niskie częstotliwości w F obrazie?;w prawym dolnym rogu F-obrazu;w centrum F-obrazu;na krawędziach F-obrazu;jest to zależne od obrazu;w lewym górnym rogu F-obrazu;e
Operacja wyrównywania histogramu w RGB (osobno dla każdej ze składowych) nie powoduje znaczącej zmiany kolorów w obrazie:;FAŁSZ;PRAWDA;;;;a
Filtracja dolnoprzepustowa pozwala głównie usunąć/zredukować:;szum typu Gaussowskiego;szum impulsowy;;;;a
Dla obrazu czarno - białej szachownicy wykonujemy przeskalowanie do dwukrotnie większej rozdzielczości. Stosujemy dwie metody: ``najbliższego sąsiada'' oraz interpolację.Która da lepszy rezultat (wizualnie) ?;najbliższego sąsiada;interpolacja;obie dadzą zbliżony wynik;;;a
Które z poniższych operacji morfologicznych mogą zwiększać pole figury poddanej przekształceniu:;ścieranie;erozja;otwarcie;dylatacja;;d
Luminacja Y niesie informację o:;poziomie jasności piksela;obecności koloru czerwonego w pikselu;obecności koloru niebieskiego w pikselu;obecności koloru zielonego w pikselu;;a
Plamka ślepa to:;miejsce o największym skupieniu czopków;ujście nerwu wzorkowego;;;;b
Prostej w przestrzeni kartezjańskiej odpowiada w przestrzeni Hougha (rho, theta):;pęk prostych;sinusoida;prosta;punkt;;d
Zaznacz cechy naturalnego przetwarzania obrazu przewyższające jego sztuczny odpowiednik: ;powtarzalność wyników;szybka analiza złożonych obrazów;większa skuteczność rozpoznawania obrazów dwuznacznych;szybsze rozpoznawanie prostych obrazów w czasie rzeczywistym;;bc
Parametrami algorytmu Canny są:;tylko sigma - odchylenie standardowe rozkładu normalnego;sigma - odchylenie standardowe rozkładu normalnego oraz próg binaryzacji T;sigma - odchylenie standardowe rozkładu normalnego oraz dwa progi binaryzacji T1 i T2;tylko dwa progi binaryzacji T1 i T2;;c
Metoda lokalnej binaryzacji Sauvoli wykorzystuje jako parametry:;wartość maksymalną w oknie;odchylenie standardowe w oknie;średnią jasność w oknie;splot okna z filtrem Gabora;wartość minimalną w oknie;bc
Plamka żółta w oku to:;ujście nerwu wzorkowego;miejsce o największym skupieniu czopków;;;;b
Wyrównanie histogramu niesie za sobą:;poprawę subiektywnego odbioru obrazu;utratę informacji niesionej przez obraz;zmniejszenie liczby rozróżnialnych (przez człowieka) poziomów szarości;zwiększenie liczby rozróżnialnych (przez człowieka) poziomów szarości;;abd
Które z poniższych operacji morfologicznych mogą zmniejszać pole figury poddanej przekształceniu:;dylatacja;zamknięcie;ścieranie;erozja;;cd
Na jakim etapie (etapach) następuje kompresja danych w standardzie JPEG?;kodowanie RLE;kwantyzacja;przekształcenie DCT;operacja zig-zag;;ab
Czy wykorzystując Laplasjan można osiągnąć efekt wyostrzenia obrazu?;tak;nie;tak, ale jeśli wczesniej obraz zostanie przefiltrowany filtrem Gaussa;;;a
"Opis: ""wysoka czułość, widzenie w nocy, reakcja na intensywność światła"" odpowiada:";pręcikom;czopkom;;;;a
Kiedy jednopunktowe przekształcenie obrazu jest odwracalne:;nigdy;tylko jeśli funkcja przekształcająca jest malejąca;jeśli funkcja przekształcająca jest ściśle monotoniczna;tylko jeśli funkcja przekształcająca jest rosnąca;zawsze;c
Element F w transformacji Fouriera odpowiada za:;kąt nachylenia prostej;składową stałą w obrazie;wysokie częstotliwości na obrazie x;pole powierzchni obiektu;;b
"Dla obrazu rzeczywistego (np.""lena"") wykonujemy przeskalowanie do dwukrotnie większej rozdzielczości. Stosujemy dwie metody: ``najbliższego sąsiada'' oraz interpolację.Która da lepszy rezultat (wprowadza mniejszą liczbę artefaktów)?";interpolacja;obie dadzą zbliżony wynik;najbliższego sąsiada;;;a
Czy przyjmując rozmiar okna globalnego równy rozmiarowi okna lokalnego, filtr NL-means (non-local means) sprowadza się do filtra bilateralnego?;tak;nie;;;;b
Wskaż poprawne zdania o algorytmach binaryzacji poznanych na zajęciach:;do segmentacji obrazów o niejednorodnym oświetleniu najlepiej nadaje się, któraś z globalnych metod;w doborze progu binaryzacji największe znaczenie ma analiza histogramu;w metodzie Sauvoli próg binaryzacji wyznaczany jest na podstawie otoczenia analizowanego piksela;metoda Otsu wymaga podania dwóch progów T1 i T2;;bc
Czy za pomocą odpowiedniej modyfikacji transformaty Hougha można wykryć okręgi na obrazie?;tak;nie;;;;a
F-obraz (obraz po przekształceniu dyskretną transformatą Fouriera) jest to reprezentacja w dziedzinie:;przestrzeni;czasu;częstotliwości;fazy;;c
Erozję dla obrazów w odcieniach szarości możemy opisać jako filtr(y):;minimalny;górnoprzepustowy;dolnoprzepustowy;maksymalny;;a
Ile maksymalnie etykiet można nadać obrazowi, który zawiera N poziomów szarości?;N+1;N;jest to zależne od treści obrazu;N-1;;c
Czy na podstawie składowej luminancji (Y) i dwóch składowych chrominancji (Cr, Cb) możliwe jest odtworzenie barw podstawowych RGB? ;tak, ale tylko dla obrazów po korekcji gamma;tak, ale tylko dla obrazów po wyrównywaniu histogramu;nie;tak;;d
Zaznacz zdania prawdziwe:;dla filtracji dolnoprzepustowej nowa wartość piksela może być wartością z obrazu wejściowego;dla filtracji dolnoprzepustowej nowa wartość piksela zawsze jest wartością z obrazu wejściowego;dla filtracji medianowej z oknem o nieparzystej liczbie elementów nowa wartość piksela zawsze jest wartością z obrazu wejściowego;;;ac
Jak nazywa się miejsce połączenia siatkówki i nerwu wzrokowego:;plamka ślepa;plamka żółta;tęczówka;rogówka;;a
Czy za pomocą odpowiedniej modyfikacji transformaty Hougha można wykryć elipsy na obrazie?;nie;tak;;;;b
Czy za pomocą operacji LUT można wyznaczyć negatyw z obrazu?;FAŁSZ;PRAWDA;;;;b
W metodzie BBHE (Bi-Histogram Equalization) histogram dzieli się na podstawie:;średniej jasności w obrazie;liczby pikseli w podobrazach;dominanty jasności w obrazie;średniej jasności w przetwarzanym oknie;;a
Filtr kombinowany:;do łączenia wyników filtracji stosuje się formułę Euklidesową lub modułową;służy np. do wykrywania krawędzi;to złożenie dwóch lub więcej filtrów prostych (np. Sobel, Prewitt);;;ab
Wykonanie operacji DCT na obrazie (fragmencie obrazu) w dwóch etapach (jako dwie jednowymiarowe transformaty po wierszach i kolumnach) skutkuje:;zwiększeniem obciążenia procesora;zmniejszeniem złożoności obliczeniowej;uzyskaniem dokładniejszych wyników;powstaniem znacznych błędów obliczeniowych;;b
Który z podanych akronimów nie jest oznaczeniem przestrzeni kolorów:;RGB;CMYK;YYU;Lac;HSV;cd
Dwukrotną redukcję rozdzielczości obrazu można osiągnąć stosując kolejno:;podpróbkowanie i filtrację dolnoprzepustową;filtrację dolnoprzepustową i nadpróbkowanie;filtrację dolnoprzepustową i podpróbkowanie;filtrację górnoprzepustową i podpróbkowanie;;c
W metodzie DSIHE (Dualistic Sub-Image Histogram Equalization) histogram dzieli się na podstawie:;liczby pikseli w podobrazach;dominanty jasności w obrazie;średniej jasności w przetwarzanym oknie;średniej jasności w obrazie;;a
Czy konwersja z RGB do odcieni szarości jest operacją odwracalną?;nie;tak, ale tylko dla obrazów po korekcji gamma;tak, ale tylko dla obrazów po wyrównywaniu histogramu;tak;;a
Które z poniższych zakłóceń może być lepiej usunięte przez medianę niż przez filtru średniający:;nierównomierne oświetlenie sceny;usunięcie szumu o rozkładzie normalnym (Gaussa);niewykorzystanie wszystkich poziomów jasności;usunięcie szumu salt and paper;;d
Czy charakterystyka spektralna czujnika CCD i czułość spektralna ludzkiego oka są:;Takie same;Oko ludzkie obejmuje szerszy zakres niż CCD;Czujnik CCD obejmuje szerszy zakres niż oko ludzkie;Maksymalna czułość CCD, w stosunku do czułości oka jest przesunięta w stronę nadfioletu;Maksymalna czułość CCD, w stosunku do czułości oka jest przesunięta w stronę podczerwieni;ce
Często obraz kolorowy jest kodowany za pomocą 32 bitów. Wówczas 24 bity stosuje się na zakodowanie składowych RGB oraz dodatkowo 8 bitów w celu:;Zapisania nasycenia barwy czerwonej;Zapisania nasycenia barwy zielonej;Zapisania nasycenia barwy niebieskiej;Zwiększenia wydajności operowania na obrazie;;d
W którym z wymienionych zakresów widmowych czułość sensorów obrazu typu CCD jest największa?:;Ultrafiolet;Widzialnym;Bliskiej podczerwieni (800 -1100nm);Fal radiowych UKF;;c
Ile różnych poziomów jasności może zawierać obraz, którego poziom jasności reprezentowany jest danymi 16 bitowymi?:;16;256;1024;8096;65536;e
Zaznacz prawidłowe odpowiedzi dotyczące modelu CMY/CMYK:;CMY to model subtraktywny;Wartość składowej K otrzymujemy przez zależność K = max(C, M, Y);Wartość składowej K otrzymujemy przez zależność K = min(C, M, Y);CMY to model addytywny;;ac
Histogram obrazu po operacji wyrównywania histogramu powinien mieć rozkład:;Normalny;Chi-kwadrat;Dla takiego obrazu nie da się wyznaczyć histogramu;Jednorodny;Binarny (tylko dwie wartości);;d
Histogram skumulowany obrazu po operacji wyrównywania histogramu ma w przybliżeniu postać:;F. liniowej;F. pierwiastkowej;F. histogramu skumulowanego zależy od obrazu wejściowego;F. kwadratowej;;a
Wyrównywanie histogramu w przestrzeni barw HSV, z wykorzystaniem tylko składowej V, pozwala zachować kolory na obrazie:;Prawda;Fałsz;;;;a
W przypadku niejednorodnego oświetlenia obrazu dobrze sprawdzają się metody binaryzacji:;Lokalnej;Globalnej;;;;a
Zaznacz prawidłowe zdanie(a) dotyczące interpolacji obrazów barwnych:;Niezbędne jest wykonanie interpolacji najbliższego sąsiada dla każdego kanału oddzielnie;Interpolację najbliższego sąsiada wystarczy wykonać dla pojedynczego kanału;Niezbędne jest wykonanie interpolacji liniowej dla każdego kanału oddzielnie;Interpolację liniową wystarczy wykonać dla pojedycznego kanału;;ac
Który z filtrów górnoprzepustowych zachowuje informację o kierunku zmiany pochodnej (gradientu) na obrazie:;Filtr Prewitta;Filtr Sobela;Filtr adaptacyjny;Filtr Laplace’a (laplasjan);;ab
W pokazanym na wykładzie filtrze adaptacyjnym - uśrednianiu w drugim kroku nie podlegają:;Punkty obiektów;Minima lokalne;Maksima lokalne;Punkty krawędzi;;d
Czy suma współczynników filtra (elementów maski) po normalizacji może przekraczać wartość 1 ?;Tak;Nie;Tak, ale jeśli jest to filtr uśredniająco-medianowy;;;b
Które z zakłóceń (ciemny prostokąt na jasnym tle) zostanie całkowicie wyeliminowane przez medianę o masce kwadratowej 5x5.;O rozmiarze 2x4;O rozmiarze 5x6;O rozmiarze 3x5;O rozmiarze 11x2;;ad
Który z niekorzystnych efektów jest niwelowany dzięki zastosowaniu dwuetapowego przetwarzania w filtrze adaptacyjnym przedstawionym na wykładzie:;Sklejanie zakłóceń w większe grupy niemożliwe do usunięcia;Zmiana gabarytów małych obiektów;Rozjaśnienie obrazu;Rozmywanie punktórw krawędziowych;;d
Zakładając rozmiar filtru dolnoprzepustowego na 3x3 przy operacji zmiany rozdzielczości o ile pikseli należy powielić brzeg obrazu aby zlikwidować zakłócenia związane z niepełnym kontekstem dla pikseli brzegowych?;3;1;2;0;;b
Wybierz z poniższych filtr nieliniowy:;Filtr medianowy;Filtr konwolucyjny;Filtr logiczny;;;ac
W przeciwieństwie do filtracji liniowej (dolnoprzepustowej), przy filtracji medianowej jako nowy piksel wybierana jest któraś wartość z otoczenia (tj. nie ma możliwości pojawienia się jasności/koloru która nie występuje na obrazie oryginalnym);Prawda;Fałsz;;;;a
Które z poniższych operacji są operacjami kontekstowymi?;Filtr medianowy;Negacja;Filtr konwolucyjny;LUT;;ac
Czy można ustawić filtr bilateralny w ten sposób aby filtrował szum niejednorodny(zmnienne natężenie szumu w obrazie);Tak;Nie;;;;a
Z czym związany jest punkt (0, 0) w F-obrazie:;Ze stałą składową obrazu;Jest to współczynnik skalujący, potrzebny do wyznaczenia odwrotnej transformaty;Z entropią obrazu;Z wariancją obrazu;;c
Czy na bazie F-obrazu można dokonać pełnej rekonstrukcji obrazu rzeczywistego?;Tak;Nie;Tak, ale pod warunkiem, że aplitura jest liniowa;Tak ale pod warunkiem, że amplituda jest opisana funkcją analityczną;;b
Operacja top-hat to:;Wykonanie otwarcia i odjęcia wyniku od obrazu oryginalnego;Wykonanie erozji i odjęcia wyniku od obrazu oryginalnego;Wykonanie zamknięcia i odjęcia wyniku od obrazu oryginalnego;Wykonanie dylatacji i odjęcia wyniku od obrazu oryginalnego;Kolejno wykonane otwarcie i zamknięcie;a
Operacja detekcji odizolowanych punktów należy do grupy:;Ścieniania;Pogrubiania;„trafi nie trafi”;Żadne z powyższych;;c
Operacja bottom-hat to wykonanie następujących po sobie operacji:;Poprawna odpowiedź: wykonanie zamknięcia i odjęcia wyniku od obrazu oryginalnego;;;;;a
Operacja wyznaczania centroidów należy do grupy:;Ścieniania;Pogrubienia;Trafi nie trafi;Żadna z powyższych;;a
Dla segmentacji przez rozrost (zaznacz zdania prawdziwe);Konieczne jest określenie kryterium podobieństwa pikseli;W trakcie działania piksele odwiedzane są wielokrotnie;Rekurencja jest przerywana w przypadku, gdy różnica jasności (koloru) pomiędzy bieżącym pikselem, a wszystkimi sąsiadami przekroczy ustalony próg;Metoda może działać poprawnie zarówno jeśli wykorzysta się stos jak i kolejkę;;ad
Rezultaty segmentacji przez rozrost może poprawić (zaznacz zdania prawdziwe):;Użycie globalnego progu podobieństwa dwóch obszarów;Użycie adaptacyjnego progu podobieństwa dwóch obszarów;Użycie filtracji dolnoprzepustowej;Użycie filtracji górnoprzepustowej;;bcd
Zaznacz prawidłowe stwierdzenia na temat metod segmentacji;Segmentacja przez rozrost – podejście od ogółu do szczegółu;Segmentacja przez podział i scalanie – podejście od ogółu do szczegółu;Segmentacja przez podział i scalanie – podejście od szczegółu do ogółu;Segmentacja przez rozrost – podejście od szczegóły do ogółu;;bd
Zaznacz poprawne stwierdzenie (stwierdzenia) dotyczące algorytmu indeksacji poznanego na zajęciach na etapie zapisywania konfliktów:;Zapis może nastąpić tylko w punktach, w których nadano nową etykietą;Zapis może nastąpić tylko w punktach, w których nadano jedną z sąsiadujących etykiet;Zapis nigdy nie nastąpi w punktach, w których nadano nową etykietę;Zapis nigdy nie nastąpi w punktach w których nadano jedną z sąsiadujących etykiet;Zapis może nastąpić w punktach, w których nadano zarówno nową etykietę jak i jedną z sąsiadujących;bc
Pierwsza faza indeksacji może kończyć się określeniem nieprawidłowej liczby etykiet. Które z poniższych zdań będzie w takiej sytuacji prawdziwe:;Liczba etykiet jest za mała – w trakcie indeksacji obiekty zostały scalone ze sobą;Liczba etykiet jest za mało – część obiektów nie została wykryta;Liczbe etykiet jest za duża – obiekty zostały podzielone na mniejsze fragmenty;Liczba etykiet jest za duża – piksele tła zostały błędnie sklasyfikowane jako nowe obiekty;;c
Współczynnik kształtu powinien spełniać następujące zależności:;Niezmienniczość ze względu na kształt figury;Niezmienniczość ze względu na obrót;Niezmienniczość ze względu na skalowanie; Zmienniczość ze względu na kształt figury;Niezmienniczość ze względu na skalowanie;bcde
Która z wielkości spośród współczynników momentowych odpowiada liczbie pikseli w obiekcie na obrazie binarnym:;m11;m01;m10;m00;;d
Filtr NL-means (non-local means) jest filtrem;Liniowym;Nieliniowym;Rekurencyjnym;;;b
Dla kombinacji liniowej dwoch obrazów monochromatycznych:;Należy bezwzględnie wykonać normalizacje obrazu wyjściowego;Normalizacja obrazu wyjściowego nie jest potrzebna;Należy wykonać normalizację obrazu wyjściowego, jeżeli jest to niezbędne (zależy od współczynników kombinacji);;;b
